13	289	24
14	286	23
14	286	23
14	286	23
25	285	17
25	285	17
25	285	17
20	289	15
20	289	15
20	289	15
17	293	16
17	293	16
17	293	16
13	285	22
13	285	22
13	285	22
18	296	15
18	296	15
18	296	15
9	280	17
9	280	17
9	280	17
14	274	18
14	274	18
14	274	18
14	279	23
14	279	23
14	279	23
29	285	8
29	285	8
29	285	8
9	287	24
9	287	24
9	287	24
16	285	17
16	285	17
16	285	17
24	279	23
24	279	23
24	279	23
19	286	27
19	286	27
19	286	27
26	295	23
26	295	23
26	295	23
19	279	18
19	279	18
19	279	18
12	290	23
12	290	23
12	290	23
17	286	25
17	286	25
17	286	25
13	287	19
13	287	19
13	287	19
13	287	17
13	287	17
13	287	17
1	284	16
1	284	16
1	284	16
5	279	12
5	279	12
5	279	12
-1	284	18
-1	284	18
-1	284	18
-14	293	9
-14	293	9
-14	293	9
-17	293	21
-17	293	21
-17	293	21
-23	287	11
-23	287	11
-23	287	11
-31	277	21
-31	277	21
-31	277	21
-40	286	16
-40	286	16
-40	286	16
-48	276	13
-48	276	13
-48	276	13
-46	266	11
-46	266	11
-46	266	11
-62	271	13
-62	271	13
-62	271	13
-79	270	7
-79	270	7
-79	270	7
-77	258	3
-77	258	3
-77	258	3
-86	252	12
-86	252	12
-86	252	12
-97	245	12
-97	245	12
-97	245	12
-93	247	9
-93	247	9
-93	247	9
-110	239	13
-110	239	13
-110	239	13
-110	234	8
-110	234	8
-110	234	8
-120	224	14
-120	224	14
-120	224	14
-116	217	14
-116	217	14
-116	217	14
-111	217	18
-111	217	18
-111	217	18
-124	203	4
-124	203	4
-124	203	4
-139	190	7
-139	190	7
-139	190	7
-132	197	7
-132	197	7
-132	197	7
-131	173	6
-131	173	6
-131	173	6
-138	159	22
-138	159	22
-138	159	22
-130	165	21
-130	165	21
-130	165	21
-123	165	7
-123	165	7
-123	165	7
-131	134	17
-131	134	17
-131	134	17
-130	135	12
-130	135	12
-130	135	12
-133	130	13
-133	130	13
-133	130	13
-126	127	11
-126	127	11
-126	127	11
-122	118	8
-122	118	8
-122	118	8
-140	118	13
-140	118	13
-140	118	13
-123	112	18
-123	112	18
-123	112	18
-112	104	13
-112	104	13
-112	104	13
-123	103	12
-123	103	12
-123	103	12
-115	98	13
-115	98	13
-115	98	13
-114	90	21
-114	90	21
-114	90	21
-109	96	18
-109	96	18
-109	96	18
-109	99	21
-109	99	21
-109	99	21
-102	96	21
-102	96	21
-102	96	21
-114	92	25
-114	92	25
-114	92	25
-103	79	24
-103	79	24
-103	79	24
-96	79	17
-96	79	17
-96	79	17
-104	67	12
-104	67	12
-104	67	12
-89	63	22
-89	63	22
-89	63	22
-79	65	16
-79	65	16
-79	65	16
-70	51	18
-70	51	18
-70	51	18
-66	43	19
-66	43	19
-66	43	19
-59	36	24
-59	36	24
-59	36	24
-55	43	15
-55	43	15
-55	43	15
-32	50	33
-32	50	33
-32	50	33
-35	37	27
-35	37	27
